watershed	n.data	n.stock	year	exp_spawn	total_rec
mcdonell_lake	37	27	1990	NA	NA
mcdonell_lake	38	27	1991	NA	NA
mcdonell_lake	39	27	1992	NA	NA
mcdonell_lake	40	27	1993	NA	NA
mcdonell_lake	41	27	1994	NA	NA
mcdonell_lake	42	27	1995	NA	NA
mcdonell_lake	43	27	1996	NA	NA
mcdonell_lake	44	27	1997	NA	NA
mcdonell_lake	45	27	1998	NA	NA
mcdonell_lake	46	27	1999	NA	NA
mcdonell_lake	47	27	2000	NA	NA
mcdonell_lake	48	27	2001	NA	NA
mcdonell_lake	49	27	2002	7072	5366
mcdonell_lake	50	27	2003	9106	2281
mcdonell_lake	51	27	2004	6332	2710
mcdonell_lake	52	27	2005	6888	3346
mcdonell_lake	53	27	2006	6116	4321
mcdonell_lake	54	27	2007	3800	4365
mcdonell_lake	55	27	2008	280	3855
mcdonell_lake	56	27	2009	3400	3501
mcdonell_lake	57	27	2010	NA	NA
mcdonell_lake	58	27	2011	NA	NA
mcdonell_lake	59	27	2012	NA	NA
mcdonell_lake	60	27	2013	NA	NA
mcdonell_lake	61	27	2014	NA	NA
meziadin_lake	1	28	1954	NA	NA
meziadin_lake	2	28	1955	NA	NA
meziadin_lake	3	28	1956	NA	NA
meziadin_lake	4	28	1957	NA	NA
meziadin_lake	5	28	1958	NA	NA
meziadin_lake	6	28	1959	NA	NA
meziadin_lake	7	28	1960	NA	NA
meziadin_lake	8	28	1961	NA	NA
meziadin_lake	9	28	1962	NA	NA
meziadin_lake	10	28	1963	NA	NA
meziadin_lake	11	28	1964	NA	NA
meziadin_lake	12	28	1965	NA	NA
meziadin_lake	13	28	1966	NA	NA
meziadin_lake	14	28	1967	NA	NA
meziadin_lake	15	28	1968	NA	NA
meziadin_lake	16	28	1969	NA	NA
meziadin_lake	17	28	1970	NA	NA
meziadin_lake	18	28	1971	NA	NA
meziadin_lake	19	28	1972	NA	NA
meziadin_lake	20	28	1973	NA	NA
meziadin_lake	21	28	1974	NA	NA
meziadin_lake	22	28	1975	NA	NA
meziadin_lake	23	28	1976	NA	NA
meziadin_lake	24	28	1977	NA	NA
meziadin_lake	25	28	1978	111018	525532
meziadin_lake	26	28	1979	200000	443553
meziadin_lake	27	28	1980	142000	522119
meziadin_lake	28	28	1981	214193	423153
meziadin_lake	29	28	1982	250000	366186
meziadin_lake	30	28	1983	170000	320959
meziadin_lake	31	28	1984	140000	246144
meziadin_lake	32	28	1985	288663	349582
meziadin_lake	33	28	1986	115543	558292
meziadin_lake	34	28	1987	143989	1392858
meziadin_lake	35	28	1988	116984	1820072
meziadin_lake	36	28	1989	50000	940846
meziadin_lake	37	28	1990	120954	506406
meziadin_lake	38	28	1991	250000	1334586
meziadin_lake	39	28	1992	592118	436186
meziadin_lake	40	28	1993	400000	545655
meziadin_lake	41	28	1994	158010	703551
meziadin_lake	42	28	1995	205853	582228
meziadin_lake	43	28	1996	182082	300867
meziadin_lake	44	28	1997	158687	798053
meziadin_lake	45	28	1998	163925	1106988
meziadin_lake	46	28	1999	180350	666693
meziadin_lake	47	28	2000	137042	572606
meziadin_lake	48	28	2001	116192	418348
meziadin_lake	49	28	2002	332442	386124
meziadin_lake	50	28	2003	196852	254488
meziadin_lake	51	28	2004	140923	389919
meziadin_lake	52	28	2005	142858	276396
meziadin_lake	53	28	2006	146954	317179
meziadin_lake	54	28	2007	104308	368053
meziadin_lake	55	28	2008	150383	307763
meziadin_lake	56	28	2009	NA	NA
meziadin_lake	57	28	2010	NA	NA
meziadin_lake	58	28	2011	NA	NA
meziadin_lake	59	28	2012	NA	NA
meziadin_lake	60	28	2013	NA	NA
meziadin_lake	61	28	2014	NA	NA
mikado_lake	1	29	1954	NA	NA
mikado_lake	2	29	1955	NA	NA
mikado_lake	3	29	1956	7000	6169
mikado_lake	4	29	1957	3000	3872
mikado_lake	5	29	1958	7000	3743
mikado_lake	6	29	1959	7000	5141
mikado_lake	7	29	1960	7000	8020
mikado_lake	8	29	1961	3000	8151
mikado_lake	9	29	1962	3000	7156
mikado_lake	10	29	1963	3000	5609
mikado_lake	11	29	1964	7000	6548
mikado_lake	12	29	1965	7000	4087
mikado_lake	13	29	1966	7000	5129
mikado_lake	14	29	1967	3000	6875
mikado_lake	15	29	1968	7000	5010
mikado_lake	16	29	1969	3000	4493
mikado_lake	17	29	1970	3000	5438
mikado_lake	18	29	1971	7000	7508
mikado_lake	19	29	1972	4000	2484
mikado_lake	20	29	1973	4000	3189
mikado_lake	21	29	1974	2000	5026
mikado_lake	22	29	1975	10000	2287
mikado_lake	23	29	1976	1500	2483
mikado_lake	24	29	1977	1000	4319
mikado_lake	25	29	1978	6000	7437
mikado_lake	26	29	1979	1400	5167
mikado_lake	27	29	1980	2000	4250
mikado_lake	28	29	1981	1400	3578
mikado_lake	29	29	1982	8000	5400
mikado_lake	30	29	1983	4600	6994
mikado_lake	31	29	1984	4400	6695
mikado_lake	32	29	1985	2000	3678
mikado_lake	33	29	1986	4000	5379
mikado_lake	34	29	1987	6000	10142
mikado_lake	35	29	1988	6000	6558
mikado_lake	36	29	1989	NA	NA
mikado_lake	37	29	1990	NA	NA
mikado_lake	38	29	1991	NA	NA
mikado_lake	39	29	1992	3200	9321
mikado_lake	40	29	1993	6000	7439
mikado_lake	41	29	1994	NA	NA
mikado_lake	42	29	1995	NA	NA
mikado_lake	43	29	1996	8000	7698
mikado_lake	44	29	1997	4000	6701
mikado_lake	45	29	1998	6000	7734
mikado_lake	46	29	1999	NA	NA
mikado_lake	47	29	2000	NA	NA
mikado_lake	48	29	2001	6000	7864
mikado_lake	49	29	2002	4000	7155
mikado_lake	50	29	2003	NA	NA
mikado_lake	51	29	2004	NA	NA
mikado_lake	52	29	2005	NA	NA
mikado_lake	53	29	2006	NA	NA
mikado_lake	54	29	2007	NA	NA
mikado_lake	55	29	2008	NA	NA
mikado_lake	56	29	2009	NA	NA
mikado_lake	57	29	2010	NA	NA
mikado_lake	58	29	2011	NA	NA
mikado_lake	59	29	2012	NA	NA
mikado_lake	60	29	2013	NA	NA
mikado_lake	61	29	2014	NA	NA
morice_lake	1	30	1954	NA	NA
morice_lake	2	30	1955	4843	10819
morice_lake	3	30	1956	7265	11129
morice_lake	4	30	1957	NA	NA
morice_lake	5	30	1958	NA	NA
morice_lake	6	30	1959	908	17400
morice_lake	7	30	1960	4238	22310
morice_lake	8	30	1961	6054	18930
morice_lake	9	30	1962	3632	13223
morice_lake	10	30	1963	1211	9592
morice_lake	11	30	1964	6054	14997
morice_lake	12	30	1965	12108	21816
morice_lake	13	30	1966	7265	15670
morice_lake	14	30	1967	4117	9398
morice_lake	15	30	1968	3632	8446
morice_lake	16	30	1969	3996	6369
morice_lake	17	30	1970	11381	1018
morice_lake	18	30	1971	7991	1890
morice_lake	19	30	1972	4359	3494
morice_lake	20	30	1973	2422	3667
morice_lake	21	30	1974	2906	3500
morice_lake	22	30	1975	545	4067
morice_lake	23	30	1976	NA	NA
morice_lake	24	30	1977	1453	20332
morice_lake	25	30	1978	1211	20740
morice_lake	26	30	1979	1695	16228
morice_lake	27	30	1980	969	13670
morice_lake	28	30	1981	2422	16924
morice_lake	29	30	1982	7265	13415
morice_lake	30	30	1983	9686	15133
morice_lake	31	30	1984	7265	22824
morice_lake	32	30	1985	4843	55056
morice_lake	33	30	1986	7265	99821
morice_lake	34	30	1987	9686	82287
morice_lake	35	30	1988	NA	NA
morice_lake	36	30	1989	NA	NA
morice_lake	37	30	1990	7265	120937
morice_lake	38	30	1991	48431	117092
morice_lake	39	30	1992	32691	68196
morice_lake	40	30	1993	26637	19703
morice_lake	41	30	1994	NA	NA
morice_lake	42	30	1995	42377	8411
morice_lake	43	30	1996	NA	NA
morice_lake	44	30	1997	NA	NA
morice_lake	45	30	1998	7265	14730
morice_lake	46	30	1999	NA	NA
morice_lake	47	30	2000	NA	NA
morice_lake	48	30	2001	4843	18928
morice_lake	49	30	2002	NA	NA
morice_lake	50	30	2003	12108	17244
morice_lake	51	30	2004	9384	12745
morice_lake	52	30	2005	NA	NA
morice_lake	53	30	2006	9991	8679
morice_lake	54	30	2007	16224	10092
morice_lake	55	30	2008	10897	14635
morice_lake	56	30	2009	NA	NA
morice_lake	57	30	2010	NA	NA
morice_lake	58	30	2011	NA	NA
morice_lake	59	30	2012	NA	NA
morice_lake	60	30	2013	NA	NA
morice_lake	61	30	2014	NA	NA
morrison_lake	1	31	1954	26901	NA
morrison_lake	2	31	1955	2690	NA
morrison_lake	3	31	1956	24659	NA
morrison_lake	4	31	1957	20176	49385
morrison_lake	5	31	1958	22417	60174
morrison_lake	6	31	1959	28022	77146
morrison_lake	7	31	1960	12298	45909
morrison_lake	8	31	1961	33657	29749
morrison_lake	9	31	1962	16828	54527
morrison_lake	10	31	1963	56280	101568
morrison_lake	11	31	1964	35960	95643
morrison_lake	12	31	1965	11094	39090
morrison_lake	13	31	1966	15196	16906
morrison_lake	14	31	1967	24201	20000
morrison_lake	15	31	1968	55410	51579
morrison_lake	16	31	1969	32575	93159
morrison_lake	17	31	1970	7423	76801
morrison_lake	18	31	1971	8381	33375
morrison_lake	19	31	1972	10277	26732
morrison_lake	20	31	1973	32179	21552
morrison_lake	21	31	1974	38189	28750
morrison_lake	22	31	1975	28686	35477
morrison_lake	23	31	1976	8022	20955
morrison_lake	24	31	1977	15573	14875
morrison_lake	25	31	1978	3931	14960
morrison_lake	26	31	1979	21765	15826
morrison_lake	27	31	1980	11166	26965
morrison_lake	28	31	1981	7178	22479
morrison_lake	29	31	1982	4827	16914
morrison_lake	30	31	1983	8904	42213
morrison_lake	31	31	1984	8065	36852
morrison_lake	32	31	1985	17229	16878
morrison_lake	33	31	1986	3874	37731
morrison_lake	34	31	1987	15786	39179
morrison_lake	35	31	1988	23459	41457
morrison_lake	36	31	1989	7701	38155
morrison_lake	37	31	1990	7395	19017
morrison_lake	38	31	1991	24980	22298
morrison_lake	39	31	1992	8426	76011
morrison_lake	40	31	1993	21962	73630
morrison_lake	41	31	1994	7560	29659
morrison_lake	42	31	1995	6555	42166
morrison_lake	43	31	1996	7975	82276
morrison_lake	44	31	1997	34660	79763
morrison_lake	45	31	1998	16545	92249
morrison_lake	46	31	1999	22946	103502
morrison_lake	47	31	2000	19982	63799
morrison_lake	48	31	2001	47818	32188
morrison_lake	49	31	2002	24573	18434
morrison_lake	50	31	2003	83151	18217
morrison_lake	51	31	2004	51747	21030
morrison_lake	52	31	2005	31371	16165
morrison_lake	53	31	2006	12515	38630
morrison_lake	54	31	2007	12595	96525
morrison_lake	55	31	2008	12744	66214
morrison_lake	56	31	2009	18341	NA
morrison_lake	57	31	2010	6065	NA
morrison_lake	58	31	2011	43110	NA
morrison_lake	59	31	2012	82348	NA
morrison_lake	60	31	2013	7960	NA
morrison_lake	61	31	2014	14701	NA
motase_lake	1	32	1954	NA	NA
motase_lake	2	32	1955	NA	NA
motase_lake	3	32	1956	NA	NA
motase_lake	4	32	1957	NA	NA
motase_lake	5	32	1958	NA	NA
motase_lake	6	32	1959	NA	NA
motase_lake	7	32	1960	NA	NA
motase_lake	8	32	1961	NA	NA
motase_lake	9	32	1962	NA	NA
motase_lake	10	32	1963	NA	NA
motase_lake	11	32	1964	NA	NA
motase_lake	12	32	1965	NA	NA
motase_lake	13	32	1966	NA	NA
motase_lake	14	32	1967	NA	NA
motase_lake	15	32	1968	NA	NA
motase_lake	16	32	1969	NA	NA
motase_lake	17	32	1970	NA	NA
motase_lake	18	32	1971	NA	NA
motase_lake	19	32	1972	NA	NA
motase_lake	20	32	1973	NA	NA
motase_lake	21	32	1974	NA	NA
motase_lake	22	32	1975	NA	NA
motase_lake	23	32	1976	NA	NA
motase_lake	24	32	1977	NA	NA
motase_lake	25	32	1978	NA	NA
motase_lake	26	32	1979	NA	NA
motase_lake	27	32	1980	NA	NA
motase_lake	28	32	1981	NA	NA
motase_lake	29	32	1982	NA	NA
motase_lake	30	32	1983	NA	NA
motase_lake	31	32	1984	NA	NA
motase_lake	32	32	1985	NA	NA
motase_lake	33	32	1986	NA	NA
motase_lake	34	32	1987	1500	1176
motase_lake	35	32	1988	100	1087
motase_lake	36	32	1989	NA	NA
motase_lake	37	32	1990	NA	NA
motase_lake	38	32	1991	NA	NA
motase_lake	39	32	1992	500	554
motase_lake	40	32	1993	400	771
motase_lake	41	32	1994	NA	NA
motase_lake	42	32	1995	NA	NA
motase_lake	43	32	1996	100	614
motase_lake	44	32	1997	220	576
motase_lake	45	32	1998	500	1849
motase_lake	46	32	1999	500	1606
motase_lake	47	32	2000	400	782
motase_lake	48	32	2001	200	372
motase_lake	49	32	2002	100	420
motase_lake	50	32	2003	2000	339
motase_lake	51	32	2004	600	432
motase_lake	52	32	2005	290	719
motase_lake	53	32	2006	120	1037
motase_lake	54	32	2007	NA	NA
motase_lake	55	32	2008	NA	NA
motase_lake	56	32	2009	NA	NA
motase_lake	57	32	2010	NA	NA
motase_lake	58	32	2011	NA	NA
motase_lake	59	32	2012	NA	NA
motase_lake	60	32	2013	NA	NA
motase_lake	61	32	2014	NA	NA
namu_lake	1	33	1954	9000	16858
namu_lake	2	33	1955	2000	17028
namu_lake	3	33	1956	7000	13466
namu_lake	4	33	1957	1500	11188
namu_lake	5	33	1958	3000	5793
namu_lake	6	33	1959	15000	5998
namu_lake	7	33	1960	7000	7092
namu_lake	8	33	1961	7000	8099
namu_lake	9	33	1962	3000	8453
namu_lake	10	33	1963	3000	10594
namu_lake	11	33	1964	1500	9630
namu_lake	12	33	1965	NA	NA
namu_lake	13	33	1966	NA	NA
namu_lake	14	33	1967	NA	NA
namu_lake	15	33	1968	NA	NA
namu_lake	16	33	1969	NA	NA
namu_lake	17	33	1970	NA	NA
namu_lake	18	33	1971	NA	NA
namu_lake	19	33	1972	NA	NA
namu_lake	20	33	1973	NA	NA
namu_lake	21	33	1974	NA	NA
namu_lake	22	33	1975	NA	NA
namu_lake	23	33	1976	NA	NA
namu_lake	24	33	1977	NA	NA
namu_lake	25	33	1978	700	6895
namu_lake	26	33	1979	7000	8755
namu_lake	27	33	1980	NA	NA
namu_lake	28	33	1981	3000	7747
namu_lake	29	33	1982	4000	5869
namu_lake	30	33	1983	3000	4310
namu_lake	31	33	1984	8000	6354
namu_lake	32	33	1985	3600	1940
namu_lake	33	33	1986	2900	757
namu_lake	34	33	1987	320	1666
namu_lake	35	33	1988	3400	2914
namu_lake	36	33	1989	1500	3985
namu_lake	37	33	1990	NA	NA
namu_lake	38	33	1991	NA	NA
namu_lake	39	33	1992	NA	NA
namu_lake	40	33	1993	NA	NA
namu_lake	41	33	1994	NA	NA
namu_lake	42	33	1995	NA	NA
namu_lake	43	33	1996	NA	NA
namu_lake	44	33	1997	NA	NA
namu_lake	45	33	1998	NA	NA
namu_lake	46	33	1999	4000	2215
namu_lake	47	33	2000	2000	1317
namu_lake	48	33	2001	NA	NA
namu_lake	49	33	2002	NA	NA
namu_lake	50	33	2003	NA	NA
namu_lake	51	33	2004	NA	NA
namu_lake	52	33	2005	NA	NA
namu_lake	53	33	2006	NA	NA
namu_lake	54	33	2007	NA	NA
namu_lake	55	33	2008	1400	3027
namu_lake	56	33	2009	NA	NA
namu_lake	57	33	2010	NA	NA
namu_lake	58	33	2011	5100	3436
namu_lake	59	33	2012	3120	2989
namu_lake	60	33	2013	NA	NA
namu_lake	61	33	2014	NA	NA
owekino_lake	1	34	1954	347903	1319346
owekino_lake	2	34	1955	433706	819701
owekino_lake	3	34	1956	514481	845213
owekino_lake	4	34	1957	478953	1454695
owekino_lake	5	34	1958	623410	2236068
owekino_lake	6	34	1959	987066	2152888
owekino_lake	7	34	1960	230595	1069816
owekino_lake	8	34	1961	303326	749453
owekino_lake	9	34	1962	903274	1196108
owekino_lake	10	34	1963	2161825	2697541
owekino_lake	11	34	1964	1251848	1440069
owekino_lake	12	34	1965	185785	382109
owekino_lake	13	34	1966	373711	630658
owekino_lake	14	34	1967	537105	696470
owekino_lake	15	34	1968	1240117	2579368
owekino_lake	16	34	1969	159204	1839460
owekino_lake	17	34	1970	200262	984746
owekino_lake	18	34	1971	502415	967856
owekino_lake	19	34	1972	348573	898916
owekino_lake	20	34	1973	2094792	1009407
owekino_lake	21	34	1974	1136215	697046
owekino_lake	22	34	1975	829538	600146
owekino_lake	23	34	1976	554701	1115280
owekino_lake	24	34	1977	358964	1412566
owekino_lake	25	34	1978	646872	1070196
owekino_lake	26	34	1979	519508	633657
owekino_lake	27	34	1980	610003	996314
owekino_lake	28	34	1981	1250172	1213945
owekino_lake	29	34	1982	1434514	1086125
owekino_lake	30	34	1983	886516	941396
owekino_lake	31	34	1984	463200	573952
owekino_lake	32	34	1985	1056529	634341
owekino_lake	33	34	1986	982039	595545
owekino_lake	34	34	1987	729658	1040141
owekino_lake	35	34	1988	630113	475524
owekino_lake	36	34	1989	382425	230673
owekino_lake	37	34	1990	541294	224557
owekino_lake	38	34	1991	407599	80872
owekino_lake	39	34	1992	621734	379542
owekino_lake	40	34	1993	408903	151207
owekino_lake	41	34	1994	149149	6119
owekino_lake	42	34	1995	174287	20150
owekino_lake	43	34	1996	103567	67840
owekino_lake	44	34	1997	411239	140070
owekino_lake	45	34	1998	92037	196468
owekino_lake	46	34	1999	5128	98062
owekino_lake	47	34	2000	49637	304176
owekino_lake	48	34	2001	59318	334369
owekino_lake	49	34	2002	169353	205571
owekino_lake	50	34	2003	179915	34155
owekino_lake	51	34	2004	226070	181198
owekino_lake	52	34	2005	330139	169767
owekino_lake	53	34	2006	173281	763084
owekino_lake	54	34	2007	187962	80538
owekino_lake	55	34	2008	146166	459743
owekino_lake	56	34	2009	113018	172540
owekino_lake	57	34	2010	NA	NA
owekino_lake	58	34	2011	NA	NA
owekino_lake	59	34	2012	NA	NA
owekino_lake	60	34	2013	NA	NA
owekino_lake	61	34	2014	NA	NA
price_lake	1	35	1954	7000	1774
price_lake	2	35	1955	1500	1655
price_lake	3	35	1956	3000	2247
price_lake	4	35	1957	7000	1344
price_lake	5	35	1958	400	2541
price_lake	6	35	1959	800	6576
price_lake	7	35	1960	NA	NA
price_lake	8	35	1961	NA	NA
price_lake	9	35	1962	NA	NA
price_lake	10	35	1963	7000	8041
price_lake	11	35	1964	3000	4825
price_lake	12	35	1965	15000	3798
price_lake	13	35	1966	NA	NA
price_lake	14	35	1967	7000	4962
price_lake	15	35	1968	3000	11062
price_lake	16	35	1969	1000	11404
price_lake	17	35	1970	1500	3132
price_lake	18	35	1971	1500	1224
price_lake	19	35	1972	NA	NA
price_lake	20	35	1973	NA	NA
price_lake	21	35	1974	1600	3569
price_lake	22	35	1975	1000	3994
price_lake	23	35	1976	NA	NA
price_lake	24	35	1977	NA	NA
price_lake	25	35	1978	1000	1900
price_lake	26	35	1979	1000	818
price_lake	27	35	1980	1400	1359
price_lake	28	35	1981	1200	1894
price_lake	29	35	1982	1000	2148
price_lake	30	35	1983	200	2660
price_lake	31	35	1984	1000	2031
price_lake	32	35	1985	1000	1267
price_lake	33	35	1986	1000	628
price_lake	34	35	1987	1600	1069
price_lake	35	35	1988	800	2439
price_lake	36	35	1989	1400	1006
price_lake	37	35	1990	NA	NA
price_lake	38	35	1991	NA	NA
price_lake	39	35	1992	NA	NA
price_lake	40	35	1993	650	1440
price_lake	41	35	1994	NA	NA
price_lake	42	35	1995	NA	NA
price_lake	43	35	1996	NA	NA
price_lake	44	35	1997	400	1793
price_lake	45	35	1998	NA	NA
price_lake	46	35	1999	NA	NA
price_lake	47	35	2000	NA	NA
price_lake	48	35	2001	NA	NA
price_lake	49	35	2002	NA	NA
price_lake	50	35	2003	NA	NA
price_lake	51	35	2004	NA	NA
price_lake	52	35	2005	NA	NA
price_lake	53	35	2006	NA	NA
price_lake	54	35	2007	NA	NA
price_lake	55	35	2008	NA	NA
price_lake	56	35	2009	NA	NA
price_lake	57	35	2010	NA	NA
price_lake	58	35	2011	NA	NA
price_lake	59	35	2012	NA	NA
price_lake	60	35	2013	NA	NA
price_lake	61	35	2014	NA	NA
slamgeesh_lake	1	36	1954	NA	NA
slamgeesh_lake	2	36	1955	NA	NA
slamgeesh_lake	3	36	1956	NA	NA
slamgeesh_lake	4	36	1957	NA	NA
slamgeesh_lake	5	36	1958	NA	NA
slamgeesh_lake	6	36	1959	NA	NA
slamgeesh_lake	7	36	1960	NA	NA
slamgeesh_lake	8	36	1961	NA	NA
slamgeesh_lake	9	36	1962	NA	NA
slamgeesh_lake	10	36	1963	NA	NA
slamgeesh_lake	11	36	1964	NA	NA
slamgeesh_lake	12	36	1965	NA	NA
slamgeesh_lake	13	36	1966	NA	NA
slamgeesh_lake	14	36	1967	NA	NA
slamgeesh_lake	15	36	1968	NA	NA
slamgeesh_lake	16	36	1969	NA	NA
slamgeesh_lake	17	36	1970	NA	NA
slamgeesh_lake	18	36	1971	NA	NA
slamgeesh_lake	19	36	1972	NA	NA
slamgeesh_lake	20	36	1973	NA	NA
slamgeesh_lake	21	36	1974	NA	NA
slamgeesh_lake	22	36	1975	NA	NA
slamgeesh_lake	23	36	1976	NA	NA
slamgeesh_lake	24	36	1977	NA	NA
slamgeesh_lake	25	36	1978	NA	NA
slamgeesh_lake	26	36	1979	NA	NA
slamgeesh_lake	27	36	1980	NA	NA
slamgeesh_lake	28	36	1981	NA	NA
slamgeesh_lake	29	36	1982	NA	NA
slamgeesh_lake	30	36	1983	NA	NA
slamgeesh_lake	31	36	1984	NA	NA
slamgeesh_lake	32	36	1985	NA	NA
slamgeesh_lake	33	36	1986	NA	NA
slamgeesh_lake	34	36	1987	NA	NA
slamgeesh_lake	35	36	1988	NA	NA
slamgeesh_lake	36	36	1989	NA	NA
slamgeesh_lake	37	36	1990	NA	NA
slamgeesh_lake	38	36	1991	NA	NA
slamgeesh_lake	39	36	1992	NA	NA
slamgeesh_lake	40	36	1993	NA	NA
slamgeesh_lake	41	36	1994	NA	NA
slamgeesh_lake	42	36	1995	NA	NA
slamgeesh_lake	43	36	1996	NA	NA
slamgeesh_lake	44	36	1997	NA	NA
slamgeesh_lake	45	36	1998	NA	NA
slamgeesh_lake	46	36	1999	NA	NA
slamgeesh_lake	47	36	2000	949	403
slamgeesh_lake	48	36	2001	855	383
slamgeesh_lake	49	36	2002	398	616
slamgeesh_lake	50	36	2003	430	476
slamgeesh_lake	51	36	2004	293	220
slamgeesh_lake	52	36	2005	216	390
slamgeesh_lake	53	36	2006	331	982
slamgeesh_lake	54	36	2007	366	1068
slamgeesh_lake	55	36	2008	150	1016
slamgeesh_lake	56	36	2009	161	225
slamgeesh_lake	57	36	2010	740	921
slamgeesh_lake	58	36	2011	687	1529
slamgeesh_lake	59	36	2012	940	366
slamgeesh_lake	60	36	2013	NA	NA
slamgeesh_lake	61	36	2014	NA	NA
stephens_lake	1	37	1954	NA	NA
stephens_lake	2	37	1955	NA	NA
stephens_lake	3	37	1956	16775	5624
stephens_lake	4	37	1957	7828	2483
stephens_lake	5	37	1958	NA	NA
stephens_lake	6	37	1959	1677	7440
stephens_lake	7	37	1960	5592	4692
stephens_lake	8	37	1961	1677	4303
stephens_lake	9	37	1962	NA	NA
stephens_lake	10	37	1963	7828	10620
stephens_lake	11	37	1964	3355	12812
stephens_lake	12	37	1965	1677	12330
stephens_lake	13	37	1966	3355	12479
stephens_lake	14	37	1967	4473	12928
stephens_lake	15	37	1968	7828	13519
stephens_lake	16	37	1969	7828	14252
stephens_lake	17	37	1970	7828	12908
stephens_lake	18	37	1971	7828	8029
stephens_lake	19	37	1972	7828	6397
stephens_lake	20	37	1973	7828	7959
stephens_lake	21	37	1974	7828	6628
stephens_lake	22	37	1975	7828	11628
stephens_lake	23	37	1976	895	12096
stephens_lake	24	37	1977	7828	14295
stephens_lake	25	37	1978	NA	NA
stephens_lake	26	37	1979	NA	NA
stephens_lake	27	37	1980	6710	14730
stephens_lake	28	37	1981	6710	17522
stephens_lake	29	37	1982	11183	12992
stephens_lake	30	37	1983	NA	NA
stephens_lake	31	37	1984	7828	13398
stephens_lake	32	37	1985	12301	13480
stephens_lake	33	37	1986	7828	14962
stephens_lake	34	37	1987	8947	19924
stephens_lake	35	37	1988	6710	23099
stephens_lake	36	37	1989	NA	NA
stephens_lake	37	37	1990	NA	NA
stephens_lake	38	37	1991	8947	10819
stephens_lake	39	37	1992	13420	9943
stephens_lake	40	37	1993	NA	NA
stephens_lake	41	37	1994	NA	NA
stephens_lake	42	37	1995	NA	NA
stephens_lake	43	37	1996	NA	NA
stephens_lake	44	37	1997	2684	19829
stephens_lake	45	37	1998	NA	NA
stephens_lake	46	37	1999	13420	20307
stephens_lake	47	37	2000	NA	NA
stephens_lake	48	37	2001	17788	19276
stephens_lake	49	37	2002	8094	23175
stephens_lake	50	37	2003	18220	13181
stephens_lake	51	37	2004	12272	13753
stephens_lake	52	37	2005	8123	13190
stephens_lake	53	37	2006	20286	6433
stephens_lake	54	37	2007	9058	7962
stephens_lake	55	37	2008	8276	8851
stephens_lake	56	37	2009	17893	4969
stephens_lake	57	37	2010	NA	NA
stephens_lake	58	37	2011	NA	NA
stephens_lake	59	37	2012	NA	NA
stephens_lake	60	37	2013	NA	NA
stephens_lake	61	37	2014	NA	NA
sustut_lake	1	38	1954	NA	NA
sustut_lake	2	38	1955	NA	NA
sustut_lake	3	38	1956	NA	NA
sustut_lake	4	38	1957	1500	729
sustut_lake	5	38	1958	800	656
sustut_lake	6	38	1959	NA	NA
sustut_lake	7	38	1960	NA	NA
sustut_lake	8	38	1961	NA	NA
sustut_lake	9	38	1962	NA	NA
sustut_lake	10	38	1963	NA	NA
sustut_lake	11	38	1964	400	3466
sustut_lake	12	38	1965	4000	5036
sustut_lake	13	38	1966	NA	NA
sustut_lake	14	38	1967	NA	NA
sustut_lake	15	38	1968	1000	6065
sustut_lake	16	38	1969	NA	NA
sustut_lake	17	38	1970	NA	NA
sustut_lake	18	38	1971	NA	NA
sustut_lake	19	38	1972	NA	NA
sustut_lake	20	38	1973	NA	NA
sustut_lake	21	38	1974	NA	NA
sustut_lake	22	38	1975	NA	NA
sustut_lake	23	38	1976	NA	NA
sustut_lake	24	38	1977	NA	NA
sustut_lake	25	38	1978	NA	NA
sustut_lake	26	38	1979	NA	NA
sustut_lake	27	38	1980	NA	NA
sustut_lake	28	38	1981	NA	NA
sustut_lake	29	38	1982	NA	NA
sustut_lake	30	38	1983	NA	NA
sustut_lake	31	38	1984	NA	NA
sustut_lake	32	38	1985	NA	NA
sustut_lake	33	38	1986	NA	NA
sustut_lake	34	38	1987	NA	NA
sustut_lake	35	38	1988	1000	4318
sustut_lake	36	38	1989	NA	NA
sustut_lake	37	38	1990	200	2447
sustut_lake	38	38	1991	NA	NA
sustut_lake	39	38	1992	NA	NA
sustut_lake	40	38	1993	NA	NA
sustut_lake	41	38	1994	NA	NA
sustut_lake	42	38	1995	NA	NA
sustut_lake	43	38	1996	NA	NA
sustut_lake	44	38	1997	NA	NA
sustut_lake	45	38	1998	NA	NA
sustut_lake	46	38	1999	NA	NA
sustut_lake	47	38	2000	NA	NA
sustut_lake	48	38	2001	NA	NA
sustut_lake	49	38	2002	NA	NA
sustut_lake	50	38	2003	NA	NA
sustut_lake	51	38	2004	NA	NA
sustut_lake	52	38	2005	NA	NA
sustut_lake	53	38	2006	NA	NA
sustut_lake	54	38	2007	NA	NA
sustut_lake	55	38	2008	NA	NA
sustut_lake	56	38	2009	NA	NA
sustut_lake	57	38	2010	NA	NA
sustut_lake	58	38	2011	NA	NA
sustut_lake	59	38	2012	NA	NA
sustut_lake	60	38	2013	NA	NA
sustut_lake	61	38	2014	NA	NA
swan_lake	1	39	1954	NA	NA
swan_lake	2	39	1955	NA	NA
swan_lake	3	39	1956	NA	NA
swan_lake	4	39	1957	NA	NA
swan_lake	5	39	1958	NA	NA
