"","Pop","Model","Metric","Estimate","SE"
"looic.141","marian-eden","m2a","looic",73.1800838272005,19.3635861958534
"elpd_loo.241","marian-eden","m2b","elpd_loo",-34.6424801213163,8.23517206955368
"p_loo.241","marian-eden","m2b","p_loo",9.40033647445222,6.7353647442229
"looic.241","marian-eden","m2b","looic",69.2849602426327,16.4703441391074
"elpd_loo.341","marian-eden","m3","elpd_loo",-32.2608957910952,5.58251534208048
"p_loo.341","marian-eden","m3","p_loo",6.80586471931505,4.44959087059036
"looic.341","marian-eden","m3","looic",64.5217915821904,11.165030684161
"elpd_loo.441","marian-eden","m4a","elpd_loo",-36.3634942236141,9.62616832805921
"p_loo.441","marian-eden","m4a","p_loo",11.2829684407401,8.37508455250419
"looic.441","marian-eden","m4a","looic",72.7269884472281,19.2523366561184
"elpd_loo.541","marian-eden","m4b","elpd_loo",-34.9453028405163,8.56792386897363
"p_loo.541","marian-eden","m4b","p_loo",9.85348238200638,7.21180687866479
"looic.541","marian-eden","m4b","looic",69.8906056810327,17.1358477379473
"elpd_loo42","mary-cove","m1","elpd_loo",-10.9145486577344,0.391268876577557
"p_loo42","mary-cove","m1","p_loo",0.64866316105263,0.053744158883728
"looic42","mary-cove","m1","looic",21.8290973154687,0.782537753155114
"elpd_loo.142","mary-cove","m2a","elpd_loo",-9.22917796534377,0.662854506818188
"p_loo.142","mary-cove","m2a","p_loo",0.467847381769696,0.138344151693711
"looic.142","mary-cove","m2a","looic",18.4583559306875,1.32570901363638
"elpd_loo.242","mary-cove","m2b","elpd_loo",-9.1282427459145,0.652976872598573
"p_loo.242","mary-cove","m2b","p_loo",0.439639600719593,0.129750325969328
"looic.242","mary-cove","m2b","looic",18.256485491829,1.30595374519715
"elpd_loo.342","mary-cove","m3","elpd_loo",-14.0204402493928,1.68915869357751
"p_loo.342","mary-cove","m3","p_loo",2.12557434100238,1.32194645589957
"looic.342","mary-cove","m3","looic",28.0408804987857,3.37831738715503
"elpd_loo.442","mary-cove","m4a","elpd_loo",-11.6134200606108,1.90952817815122
"p_loo.442","mary-cove","m4a","p_loo",2.03103835894401,1.50821324793732
"looic.442","mary-cove","m4a","looic",23.2268401212216,3.81905635630243
"elpd_loo.542","mary-cove","m4b","elpd_loo",-11.6120344536392,1.94774254054836
"p_loo.542","mary-cove","m4b","p_loo",2.06977238803065,1.54735450801502
"looic.542","mary-cove","m4b","looic",23.2240689072785,3.89548508109672
"elpd_loo43","mathers","m1","elpd_loo",-5.03444632138967,0.446523053363083
"p_loo43","mathers","m1","p_loo",0.90003886929631,0.0182283026130999
"looic43","mathers","m1","looic",10.0688926427793,0.893046106726165
"elpd_loo.143","mathers","m2a","elpd_loo",-4.56356448656274,0.488038310224296
"p_loo.143","mathers","m2a","p_loo",0.625732200737902,0.213836316824093
"looic.143","mathers","m2a","looic",9.12712897312548,0.976076620448592
"elpd_loo.243","mathers","m2b","elpd_loo",-4.62610366886335,0.528539880973538
"p_loo.243","mathers","m2b","p_loo",0.631592451368318,0.213489782070694
"looic.243","mathers","m2b","looic",9.25220733772669,1.05707976194708
"elpd_loo.343","mathers","m3","elpd_loo",-4.3809645245545,0.300184608267507
"p_loo.343","mathers","m3","p_loo",0.886647661283197,0.0315431256575864
"looic.343","mathers","m3","looic",8.76192904910901,0.600369216535014
"elpd_loo.443","mathers","m4a","elpd_loo",-4.15895197468587,0.39993530524541
"p_loo.443","mathers","m4a","p_loo",0.470297093633194,0.114621081339505
"looic.443","mathers","m4a","looic",8.31790394937174,0.79987061049082
"elpd_loo.543","mathers","m4b","elpd_loo",-4.11292729341307,0.405116062862293
"p_loo.543","mathers","m4b","p_loo",0.444913364819856,0.11369388767413
"looic.543","mathers","m4b","looic",8.22585458682613,0.810232125724586
"elpd_loo44","mcdonell","m1","elpd_loo",-23.1368986237735,3.03120661472111
"p_loo44","mcdonell","m1","p_loo",4.08750923591103,0.99311987991346
"looic44","mcdonell","m1","looic",46.273797247547,6.06241322944223
"elpd_loo.144","mcdonell","m2a","elpd_loo",-21.4183125324449,2.92251221251883
"p_loo.144","mcdonell","m2a","p_loo",2.4389867174629,0.675913774188733
"looic.144","mcdonell","m2a","looic",42.8366250648897,5.84502442503766
"elpd_loo.244","mcdonell","m2b","elpd_loo",-20.9847397251413,2.80702440375261
"p_loo.244","mcdonell","m2b","p_loo",2.29292499738626,0.611495010157003
"looic.244","mcdonell","m2b","looic",41.9694794502826,5.61404880750522
"elpd_loo.344","mcdonell","m3","elpd_loo",-22.3380317735254,3.02678010354915
"p_loo.344","mcdonell","m3","p_loo",3.42261234392683,0.882043168880592
"looic.344","mcdonell","m3","looic",44.6760635470509,6.0535602070983
"elpd_loo.444","mcdonell","m4a","elpd_loo",-21.4356496712397,2.87999472513053
"p_loo.444","mcdonell","m4a","p_loo",2.48542831422511,0.66832792446369
"looic.444","mcdonell","m4a","looic",42.8712993424794,5.75998945026105
"elpd_loo.544","mcdonell","m4b","elpd_loo",-21.2616000888267,2.82794029304734
"p_loo.544","mcdonell","m4b","p_loo",2.46200155897599,0.651978858889778
"looic.544","mcdonell","m4b","looic",42.5232001776535,5.65588058609468
"elpd_loo45","mcloughlin","m1","elpd_loo",-28.6859461834119,5.86162142276234
"p_loo45","mcloughlin","m1","p_loo",8.77779796171837,5.53911374003417
"looic45","mcloughlin","m1","looic",57.3718923668239,11.7232428455247
"elpd_loo.145","mcloughlin","m2a","elpd_loo",-23.3221923446621,2.08124339428785
"p_loo.145","mcloughlin","m2a","p_loo",3.7847786374655,1.09787998960923
"looic.145","mcloughlin","m2a","looic",46.6443846893242,4.1624867885757
"elpd_loo.245","mcloughlin","m2b","elpd_loo",-23.5121001651012,2.12733274052071
"p_loo.245","mcloughlin","m2b","p_loo",3.10831226933939,0.78863781500589
"looic.245","mcloughlin","m2b","looic",47.0242003302025,4.25466548104141
"elpd_loo.345","mcloughlin","m3","elpd_loo",-25.5650361019492,5.77815743422077
"p_loo.345","mcloughlin","m3","p_loo",7.60925538385935,5.29296802049414
"looic.345","mcloughlin","m3","looic",51.1300722038984,11.5563148684415
"elpd_loo.445","mcloughlin","m4a","elpd_loo",-22.5756846366431,3.47164267420033
"p_loo.445","mcloughlin","m4a","p_loo",4.74830411338919,2.99674263232361
"looic.445","mcloughlin","m4a","looic",45.1513692732862,6.94328534840066
"elpd_loo.545","mcloughlin","m4b","elpd_loo",-22.4809378481364,3.31789717613594
"p_loo.545","mcloughlin","m4b","p_loo",4.57989304049234,2.84496044087487
"looic.545","mcloughlin","m4b","looic",44.9618756962729,6.63579435227188
"elpd_loo46","mercer","m1","elpd_loo",-16.8673771426934,4.46238552300213
"p_loo46","mercer","m1","p_loo",4.79738168902077,2.16311686926954
"looic46","mercer","m1","looic",33.7347542853869,8.92477104600427
"elpd_loo.146","mercer","m2a","elpd_loo",-14.9326489787722,2.88043865654443
"p_loo.146","mercer","m2a","p_loo",2.59373422958925,0.970216086436326
"looic.146","mercer","m2a","looic",29.8652979575444,5.76087731308886
"elpd_loo.246","mercer","m2b","elpd_loo",-14.8262352100782,2.94878182936223
"p_loo.246","mercer","m2b","p_loo",2.57719443309698,0.98344570019413
"looic.246","mercer","m2b","looic",29.6524704201564,5.89756365872447
"elpd_loo.346","mercer","m3","elpd_loo",-15.8503377334649,4.18368676539363
"p_loo.346","mercer","m3","p_loo",4.18546387735992,1.80665923326006
"looic.346","mercer","m3","looic",31.7006754669297,8.36737353078727
"elpd_loo.446","mercer","m4a","elpd_loo",-14.5045493698909,2.84158782431106
"p_loo.446","mercer","m4a","p_loo",2.40486315825788,0.875685010319933
"looic.446","mercer","m4a","looic",29.0090987397818,5.68317564862212
"elpd_loo.546","mercer","m4b","elpd_loo",-14.4266430895536,2.85494035548263
"p_loo.546","mercer","m4b","p_loo",2.4135530378027,0.883821310430039
"looic.546","mercer","m4b","looic",28.8532861791072,5.70988071096527
"elpd_loo47","meziadin","m1","elpd_loo",-48.1918391956112,26.7942343532427
"p_loo47","meziadin","m1","p_loo",32.0370351365004,26.0291049141726
"looic47","meziadin","m1","looic",96.3836783912224,53.5884687064853
"elpd_loo.147","meziadin","m2a","elpd_loo",-21.8325365740251,4.10450668010161
"p_loo.147","meziadin","m2a","p_loo",3.74373879612279,1.5855954056327
"looic.147","meziadin","m2a","looic",43.6650731480503,8.20901336020323
"elpd_loo.247","meziadin","m2b","elpd_loo",-21.5303279591445,3.8553156045108
"p_loo.247","meziadin","m2b","p_loo",3.95080229760104,1.64656846231802
"looic.247","meziadin","m2b","looic",43.0606559182891,7.7106312090216
"elpd_loo.347","meziadin","m3","elpd_loo",-40.2353231930187,21.4338451947912
"p_loo.347","meziadin","m3","p_loo",25.4683931915131,21.0156878761482
"looic.347","meziadin","m3","looic",80.4706463860375,42.8676903895824
"elpd_loo.447","meziadin","m4a","elpd_loo",-19.2973589892963,3.30918100913984
"p_loo.447","meziadin","m4a","p_loo",3.41363628882169,1.43002473993705
"looic.447","meziadin","m4a","looic",38.5947179785925,6.61836201827969
"elpd_loo.547","meziadin","m4b","elpd_loo",-19.3051635162662,3.26502842063063
"p_loo.547","meziadin","m4b","p_loo",3.71556850615535,1.66685397482236
"looic.547","meziadin","m4b","looic",38.6103270325324,6.53005684126126
"elpd_loo48","mikado","m1","elpd_loo",-10.2192586414071,4.75024020927433
"p_loo48","mikado","m1","p_loo",3.65962297014855,1.86675098148529
"looic48","mikado","m1","looic",20.4385172828142,9.50048041854867
"elpd_loo.148","mikado","m2a","elpd_loo",-9.85872176560211,3.33163963083455
"p_loo.148","mikado","m2a","p_loo",2.4435021336153,1.11996275828887
"looic.148","mikado","m2a","looic",19.7174435312042,6.6632792616691
"elpd_loo.248","mikado","m2b","elpd_loo",-10.0574521454707,3.37640225802274
"p_loo.248","mikado","m2b","p_loo",2.55608323407247,1.24621119557694
"looic.248","mikado","m2b","looic",20.1149042909414,6.75280451604548
"elpd_loo.348","mikado","m3","elpd_loo",-10.3387950021664,4.90878275066591
"p_loo.348","mikado","m3","p_loo",3.34728810742253,1.8112123353944
"looic.348","mikado","m3","looic",20.6775900043327,9.81756550133182
"elpd_loo.448","mikado","m4a","elpd_loo",-10.2257461794521,3.55327531730098
"p_loo.448","mikado","m4a","p_loo",2.46789896054312,1.21271146995845
"looic.448","mikado","m4a","looic",20.4514923589041,7.10655063460195
"elpd_loo.548","mikado","m4b","elpd_loo",-10.2422371767068,3.61359670395287
"p_loo.548","mikado","m4b","p_loo",2.5397383952804,1.27697400934958
"looic.548","mikado","m4b","looic",20.4844743534135,7.22719340790573
"elpd_loo49","morice","m1","elpd_loo",-35.7102149581083,2.62586686161663
"p_loo49","morice","m1","p_loo",2.04589229497732,0.636505319452235
"looic49","morice","m1","looic",71.4204299162166,5.25173372323326
"elpd_loo.149","morice","m2a","elpd_loo",-35.7455800615413,3.72793283150847
"p_loo.149","morice","m2a","p_loo",2.78310450760806,1.25673626928986
"looic.149","morice","m2a","looic",71.4911601230825,7.45586566301694
"elpd_loo.249","morice","m2b","elpd_loo",-35.1977960426654,3.47475106950283
"p_loo.249","morice","m2b","p_loo",2.98181100875638,1.43154331232333
"looic.249","morice","m2b","looic",70.3955920853308,6.94950213900565
"elpd_loo.349","morice","m3","elpd_loo",-35.9841100103797,2.75803803870879
"p_loo.349","morice","m3","p_loo",1.67325987920577,0.420936000275318
"looic.349","morice","m3","looic",71.9682200207594,5.51607607741757
"elpd_loo.449","morice","m4a","elpd_loo",-36.31155296847,3.93380362027585
"p_loo.449","morice","m4a","p_loo",2.0928665426524,0.671257965648443
"looic.449","morice","m4a","looic",72.62310593694,7.86760724055171
"elpd_loo.549","morice","m4b","elpd_loo",-36.1434043623572,3.86235899261524
"p_loo.549","morice","m4b","p_loo",2.10159093405676,0.663624778626193
"looic.549","morice","m4b","looic",72.2868087247145,7.72471798523048
"elpd_loo50","morrison","m1","elpd_loo",-28.0092502152529,3.02641421941842
"p_loo50","morrison","m1","p_loo",2.22813897304242,0.417515662710925
"looic50","morrison","m1","looic",56.0185004305059,6.05282843883684
"elpd_loo.150","morrison","m2a","elpd_loo",-26.9563962982685,2.5307494107226
"p_loo.150","morrison","m2a","p_loo",1.71021404338806,0.301066748413847
"looic.150","morrison","m2a","looic",53.9127925965369,5.0614988214452
"elpd_loo.250","morrison","m2b","elpd_loo",-27.0919086377782,2.64268703601587
"p_loo.250","morrison","m2b","p_loo",1.73589653333652,0.314200251095134
"looic.250","morrison","m2b","looic",54.1838172755563,5.28537407203175
"elpd_loo.350","morrison","m3","elpd_loo",-27.9737789251497,3.05051110712381
"p_loo.350","morrison","m3","p_loo",2.1784233012302,0.415488154523047
"looic.350","morrison","m3","looic",55.9475578502995,6.10102221424762
"elpd_loo.450","morrison","m4a","elpd_loo",-27.2476965847251,2.65601884703668
"p_loo.450","morrison","m4a","p_loo",1.77932639719965,0.32867051671757
"looic.450","morrison","m4a","looic",54.4953931694502,5.31203769407336
"elpd_loo.550","morrison","m4b","elpd_loo",-27.3956533062464,2.75067368688797
"p_loo.550","morrison","m4b","p_loo",1.81466848007272,0.337520532153687
"looic.550","morrison","m4b","looic",54.7913066124928,5.50134737377595
"elpd_loo51","motase","m1","elpd_loo",-8.99680396317157,0.854908870279043
"p_loo51","motase","m1","p_loo",1.57488199076958,0.406996596266522
"looic51","motase","m1","looic",17.9936079263431,1.70981774055809
"elpd_loo.151","motase","m2a","elpd_loo",-7.50318972502851,1.09927010555127
"p_loo.151","motase","m2a","p_loo",1.02126715555435,0.446802001638683
"looic.151","motase","m2a","looic",15.006379450057,2.19854021110254
"elpd_loo.251","motase","m2b","elpd_loo",-7.25453181557825,1.06288741773028
"p_loo.251","motase","m2b","p_loo",1.03185932587367,0.536320213171363
"looic.251","motase","m2b","looic",14.5090636311565,2.12577483546056
"elpd_loo.351","motase","m3","elpd_loo",-10.3791011609336,0.764028137806949
"p_loo.351","motase","m3","p_loo",0.644713456824129,0.128892652043714
"looic.351","motase","m3","looic",20.7582023218671,1.5280562756139
"elpd_loo.451","motase","m4a","elpd_loo",-9.00760139949296,1.08580083293406
"p_loo.451","motase","m4a","p_loo",0.583498082932478,0.203070549324787
"looic.451","motase","m4a","looic",18.0152027989859,2.17160166586813
"elpd_loo.551","motase","m4b","elpd_loo",-8.90616233480667,0.977065413639953
"p_loo.551","motase","m4b","p_loo",0.56990031458575,0.182796608330973
"looic.551","motase","m4b","looic",17.8123246696133,1.95413082727991
"elpd_loo52","namu","m1","elpd_loo",-17.3567829293058,1.17291784843937
"p_loo52","namu","m1","p_loo",0.849274898249084,0.151525800172262
"looic52","namu","m1","looic",34.7135658586115,2.34583569687874
"elpd_loo.152","namu","m2a","elpd_loo",-15.1625588205427,1.49429185099809
"p_loo.152","namu","m2a","p_loo",0.649172547548378,0.161099370516149
"looic.152","namu","m2a","looic",30.3251176410854,2.98858370199618
"elpd_loo.252","namu","m2b","elpd_loo",-15.2435746605903,1.51353216101687
"p_loo.252","namu","m2b","p_loo",0.647057209060533,0.160547490187628
"looic.252","namu","m2b","looic",30.4871493211807,3.02706432203374
"elpd_loo.352","namu","m3","elpd_loo",-16.3593313197638,1.05861108253256
"p_loo.352","namu","m3","p_loo",0.808888494688818,0.114998174818134
"looic.352","namu","m3","looic",32.7186626395275,2.11722216506511
"elpd_loo.452","namu","m4a","elpd_loo",-14.8096226198324,1.44309364712735
"p_loo.452","namu","m4a","p_loo",0.646540465079485,0.164383704486514
"looic.452","namu","m4a","looic",29.6192452396647,2.88618729425471
"elpd_loo.552","namu","m4b","elpd_loo",-14.8275341142818,1.44680128162823
"p_loo.552","namu","m4b","p_loo",0.641878614384153,0.161330096795411
"looic.552","namu","m4b","looic",29.6550682285636,2.89360256325646
"elpd_loo53","owikeno","m1","elpd_loo",-43.934800161585,5.82201527296917
"p_loo53","owikeno","m1","p_loo",2.41678646293151,1.55458207324861
"looic53","owikeno","m1","looic",87.86960032317,11.6440305459383
"elpd_loo.153","owikeno","m2a","elpd_loo",-43.269057444817,7.90723946175203
"p_loo.153","owikeno","m2a","p_loo",2.81450556099472,1.84081223804845
"looic.153","owikeno","m2a","looic",86.5381148896341,15.8144789235041
"elpd_loo.253","owikeno","m2b","elpd_loo",-43.3259462738099,8.0668862478284
"p_loo.253","owikeno","m2b","p_loo",2.94246983781084,1.95040642589521
"looic.253","owikeno","m2b","looic",86.6518925476198,16.1337724956568
"elpd_loo.353","owikeno","m3","elpd_loo",-44.0577505673755,6.04926516797775
"p_loo.353","owikeno","m3","p_loo",2.68051609477415,1.75181084521461
"looic.353","owikeno","m3","looic",88.1155011347511,12.0985303359555
"elpd_loo.453","owikeno","m4a","elpd_loo",-43.3529916777617,7.79086380960558
"p_loo.453","owikeno","m4a","p_loo",2.79731363566062,1.82835789535284
"looic.453","owikeno","m4a","looic",86.7059833555234,15.5817276192112
"elpd_loo.553","owikeno","m4b","elpd_loo",-43.4979020535813,7.93095396500589
"p_loo.553","owikeno","m4b","p_loo",2.96163457578172,1.96556760072869
"looic.553","owikeno","m4b","looic",86.9958041071626,15.8619079300118
"elpd_loo54","port-john","m1","elpd_loo",-75.1234449937028,47.0369475428153
"p_loo54","port-john","m1","p_loo",66.9079380603465,44.254920797561
"looic54","port-john","m1","looic",150.246889987406,94.0738950856306
"elpd_loo.154","port-john","m2a","elpd_loo",-34.1152433015294,20.1799129222472
"p_loo.154","port-john","m2a","p_loo",25.7930009517733,18.2605089338901
"looic.154","port-john","m2a","looic",68.2304866030588,40.3598258444944
"elpd_loo.254","port-john","m2b","elpd_loo",-27.7433209413131,16.5148807201199
"p_loo.254","port-john","m2b","p_loo",19.2635578645643,14.7530571431017
"looic.254","port-john","m2b","looic",55.4866418826263,33.0297614402398
"elpd_loo.354","port-john","m3","elpd_loo",-85.198148275847,52.5562006987359
"p_loo.354","port-john","m3","p_loo",76.8422065651972,49.4009714510816
"looic.354","port-john","m3","looic",170.396296551694,105.112401397472
"elpd_loo.454","port-john","m4a","elpd_loo",-29.0614821646648,16.9132139678751
"p_loo.454","port-john","m4a","p_loo",20.7707035010734,14.7939789754845
"looic.454","port-john","m4a","looic",58.1229643293296,33.8264279357501
"elpd_loo.554","port-john","m4b","elpd_loo",-37.5902160175562,22.843045115659
"p_loo.554","port-john","m4b","p_loo",29.2637579587458,20.8393025787682
"looic.554","port-john","m4b","looic",75.1804320351124,45.686090231318
"elpd_loo55","price","m1","elpd_loo",-41.727095961303,10.8752430153942
"p_loo55","price","m1","p_loo",15.0416127581427,6.19930668827249
"looic55","price","m1","looic",83.4541919226061,21.7504860307885
"elpd_loo.155","price","m2a","elpd_loo",-34.5867280594391,8.01311198158055
"p_loo.155","price","m2a","p_loo",9.70987965009877,3.78118790288271
"looic.155","price","m2a","looic",69.1734561188781,16.0262239631611
"elpd_loo.255","price","m2b","elpd_loo",-34.5090719806657,7.98767937694608
"p_loo.255","price","m2b","p_loo",9.41756214122331,3.66361960601509
"looic.255","price","m2b","looic",69.0181439613314,15.9753587538922
"elpd_loo.355","price","m3","elpd_loo",-39.3110922654965,10.6442566759335
"p_loo.355","price","m3","p_loo",14.6859182454473,6.31324916659987
"looic.355","price","m3","looic",78.6221845309929,21.2885133518669
"elpd_loo.455","price","m4a","elpd_loo",-32.8185032618044,7.75637869822263
"p_loo.455","price","m4a","p_loo",9.29650064300057,3.85004481178093
"looic.455","price","m4a","looic",65.6370065236088,15.5127573964453
"elpd_loo.555","price","m4b","elpd_loo",-32.9710851105223,7.88736354211731
"p_loo.555","price","m4b","p_loo",9.36044699171313,3.95471289966543
"looic.555","price","m4b","looic",65.9421702210445,15.7747270842346
"elpd_loo56","prudhomme","m1","elpd_loo",-28.6219600699636,1.72615074042103
"p_loo56","prudhomme","m1","p_loo",1.62146030364657,0.347346880554292
"looic56","prudhomme","m1","looic",57.2439201399273,3.45230148084205
"elpd_loo.156","prudhomme","m2a","elpd_loo",-27.6222687773701,2.12713298401671
"p_loo.156","prudhomme","m2a","p_loo",1.41384816907897,0.425006499407886
"looic.156","prudhomme","m2a","looic",55.2445375547402,4.25426596803341
"elpd_loo.256","prudhomme","m2b","elpd_loo",-27.4386425632073,2.08528000852832
"p_loo.256","prudhomme","m2b","p_loo",1.33125401564256,0.392254889578451
"looic.256","prudhomme","m2b","looic",54.8772851264146,4.17056001705664
"elpd_loo.356","prudhomme","m3","elpd_loo",-28.392678476803,1.81040749423226
"p_loo.356","prudhomme","m3","p_loo",1.53566155198938,0.366027395722019
"looic.356","prudhomme","m3","looic",56.785356953606,3.62081498846451
"elpd_loo.456","prudhomme","m4a","elpd_loo",-27.744570017678,2.14693313693583
"p_loo.456","prudhomme","m4a","p_loo",1.41605006314107,0.411263324628891
"looic.456","prudhomme","m4a","looic",55.489140035356,4.29386627387167
"elpd_loo.556","prudhomme","m4b","elpd_loo",-27.6689545940969,2.12238505266454
"p_loo.556","prudhomme","m4b","p_loo",1.44243698626717,0.419312642636184
"looic.556","prudhomme","m4b","looic",55.3379091881938,4.24477010532908
"elpd_loo57","shawaltan","m1","elpd_loo",-29.4027090293245,3.84730801732931
"p_loo57","shawaltan","m1","p_loo",4.62227809207792,1.5823366529707
"looic57","shawaltan","m1","looic",58.805418058649,7.69461603465861
"elpd_loo.157","shawaltan","m2a","elpd_loo",-28.0360623621568,3.25224659967483
"p_loo.157","shawaltan","m2a","p_loo",3.73210324098964,0.994295367781186
"looic.157","shawaltan","m2a","looic",56.0721247243135,6.50449319934967
"elpd_loo.257","shawaltan","m2b","elpd_loo",-27.9710716347326,3.42643068377509
"p_loo.257","shawaltan","m2b","p_loo",3.71061721263889,1.01906700187814
"looic.257","shawaltan","m2b","looic",55.9421432694651,6.85286136755018
"elpd_loo.357","shawaltan","m3","elpd_loo",-28.5633078428968,3.41342234447763
"p_loo.357","shawaltan","m3","p_loo",4.19290632089925,1.28780749234004
"looic.357","shawaltan","m3","looic",57.1266156857936,6.82684468895527
"elpd_loo.457","shawaltan","m4a","elpd_loo",-27.6440710547829,3.08585250007188
"p_loo.457","shawaltan","m4a","p_loo",3.52227232970699,0.901076218447533
"looic.457","shawaltan","m4a","looic",55.2881421095657,6.17170500014377
"elpd_loo.557","shawaltan","m4b","elpd_loo",-27.6964975335995,3.25119197247251
"p_loo.557","shawaltan","m4b","p_loo",3.57029410537311,0.987633648020738
"looic.557","shawaltan","m4b","looic",55.3929950671991,6.50238394494501
"elpd_loo58","sheneeza","m1","elpd_loo",-212.957338779657,132.286628611482
"p_loo58","sheneeza","m1","p_loo",200.389534276378,131.647563746146
"looic58","sheneeza","m1","looic",425.914677559314,264.573257222965
"elpd_loo.158","sheneeza","m2a","elpd_loo",-136.1168575688,83.0450697745765
"p_loo.158","sheneeza","m2a","p_loo",124.092986192499,82.1623934243758
"looic.158","sheneeza","m2a","looic",272.2337151376,166.090139549153
"elpd_loo.258","sheneeza","m2b","elpd_loo",-112.039241039516,67.3895146639513
"p_loo.258","sheneeza","m2b","p_loo",100.034770110949,66.6138237585922
"looic.258","sheneeza","m2b","looic",224.078482079032,134.779029327903
"elpd_loo.358","sheneeza","m3","elpd_loo",-223.518619687906,139.445327748012
"p_loo.358","sheneeza","m3","p_loo",211.364973084553,138.601091726206
"looic.358","sheneeza","m3","looic",447.037239375812,278.890655496024
"elpd_loo.458","sheneeza","m4a","elpd_loo",-148.861316505145,91.4429689498233
"p_loo.458","sheneeza","m4a","p_loo",136.832371697716,90.4327301876859
"looic.458","sheneeza","m4a","looic",297.72263301029,182.885937899647
"elpd_loo.558","sheneeza","m4b","elpd_loo",-137.99353234797,83.9481107692428
"p_loo.558","sheneeza","m4b","p_loo",126.021258410211,83.0571139183864
"looic.558","sheneeza","m4b","looic",275.98706469594,167.896221538486
"elpd_loo59","skidegate","m1","elpd_loo",-35.0638969705188,3.41444076504069
"p_loo59","skidegate","m1","p_loo",2.98228703754986,0.780449209313243
"looic59","skidegate","m1","looic",70.1277939410376,6.82888153008139
"elpd_loo.159","skidegate","m2a","elpd_loo",-33.6359152342762,3.52734434659037
"p_loo.159","skidegate","m2a","p_loo",2.38051977817406,0.619971748084176
"looic.159","skidegate","m2a","looic",67.2718304685525,7.05468869318075
"elpd_loo.259","skidegate","m2b","elpd_loo",-33.5290545700645,3.50972317239047
"p_loo.259","skidegate","m2b","p_loo",2.25911562647752,0.572271474507465
"looic.259","skidegate","m2b","looic",67.0581091401289,7.01944634478094
"elpd_loo.359","skidegate","m3","elpd_loo",-34.0778067277312,3.31367417857198
"p_loo.359","skidegate","m3","p_loo",2.58224309633083,0.639913097535026
"looic.359","skidegate","m3","looic",68.1556134554624,6.62734835714397
"elpd_loo.459","skidegate","m4a","elpd_loo",-33.3264492333538,3.45749879710593
"p_loo.459","skidegate","m4a","p_loo",2.19820295793264,0.532885117295851
"looic.459","skidegate","m4a","looic",66.6528984667075,6.91499759421186
"elpd_loo.559","skidegate","m4b","elpd_loo",-33.3661284117044,3.46188991697897
"p_loo.559","skidegate","m4b","p_loo",2.22023312701668,0.541045059349704
"looic.559","skidegate","m4b","looic",66.7322568234088,6.92377983395794
"elpd_loo60","slamgeesh","m1","elpd_loo",-14.2584925370713,5.10237728256425
"p_loo60","slamgeesh","m1","p_loo",5.79201891744893,3.92719379936641
"looic60","slamgeesh","m1","looic",28.5169850741426,10.2047545651285
"elpd_loo.160","slamgeesh","m2a","elpd_loo",-9.79516052836247,2.14437364337776
"p_loo.160","slamgeesh","m2a","p_loo",2.59382151045017,1.08811068212803
"looic.160","slamgeesh","m2a","looic",19.5903210567249,4.28874728675551
"elpd_loo.260","slamgeesh","m2b","elpd_loo",-9.04718307944642,1.50165894773673
"p_loo.260","slamgeesh","m2b","p_loo",2.14226338390898,0.752656624239552
"looic.260","slamgeesh","m2b","looic",18.0943661588928,3.00331789547347
"elpd_loo.360","slamgeesh","m3","elpd_loo",-15.3377323328974,6.5770649772847
"p_loo.360","slamgeesh","m3","p_loo",6.97652385984019,5.19615928410558
"looic.360","slamgeesh","m3","looic",30.6754646657949,13.1541299545694
"elpd_loo.460","slamgeesh","m4a","elpd_loo",-10.117796111053,2.73092033961016
"p_loo.460","slamgeesh","m4a","p_loo",2.75736820048758,1.54297103567857
"looic.460","slamgeesh","m4a","looic",20.235592222106,5.46184067922033
"elpd_loo.560","slamgeesh","m4b","elpd_loo",-9.73585400378093,2.22312970588092
"p_loo.560","slamgeesh","m4b","p_loo",2.60041616259884,1.28955983544572
"looic.560","slamgeesh","m4b","looic",19.4717080075619,4.44625941176184
"elpd_loo61","stephens","m1","elpd_loo",-23.2481708836994,8.02532001685446
"p_loo61","stephens","m1","p_loo",5.68331307380939,3.75597586755001
"looic61","stephens","m1","looic",46.4963417673988,16.0506400337089
"elpd_loo.161","stephens","m2a","elpd_loo",-21.0726346938811,5.76630381924235
"p_loo.161","stephens","m2a","p_loo",3.56703194265666,2.18197932733955
"looic.161","stephens","m2a","looic",42.1452693877621,11.5326076384847
"elpd_loo.261","stephens","m2b","elpd_loo",-21.3875532456457,6.20610116283701
"p_loo.261","stephens","m2b","p_loo",3.79911002243216,2.43156014763164
"looic.261","stephens","m2b","looic",42.7751064912914,12.412202325674
"elpd_loo.361","stephens","m3","elpd_loo",-22.9286178990001,7.82955675965358
"p_loo.361","stephens","m3","p_loo",5.39180296975183,3.54305219768314
"looic.361","stephens","m3","looic",45.8572357980002,15.6591135193072
"elpd_loo.461","stephens","m4a","elpd_loo",-21.8643335494068,6.30286441977426
"p_loo.461","stephens","m4a","p_loo",4.19642516334851,2.63798500534128
"looic.461","stephens","m4a","looic",43.7286670988136,12.6057288395485
"elpd_loo.561","stephens","m4b","elpd_loo",-21.7426028556101,6.39260692873893
"p_loo.561","stephens","m4b","p_loo",4.02636569498526,2.55545315731526
"looic.561","stephens","m4b","looic",43.4852057112201,12.7852138574779
