"Pop","Model","Metric","Estimate","SE"
"kainet","m2b","elpd_loo",-67.7956860882325,27.6722633333654
"kainet","m2b","p_loo",46.8261521578825,27.5818303499065
"kainet","m2b","looic",135.591372176465,55.3445266667309
"kainet","m3","elpd_loo",-115.582840009611,58.8743752040172
"kainet","m3","p_loo",96.3202153332735,58.6096378968022
"kainet","m3","looic",231.165680019222,117.748750408034
"kainet","m4a","elpd_loo",-79.371676064445,36.6461944565092
"kainet","m4a","p_loo",59.6982839551174,36.4933068742316
"kainet","m4a","looic",158.74335212889,73.2923889130184
"kainet","m4b","elpd_loo",-74.431907681114,33.3094256513587
"kainet","m4b","p_loo",54.6205891967125,33.1718822683827
"kainet","m4b","looic",148.863815362228,66.6188513027174
"kdelmashan","m1","elpd_loo",-18.0883989683026,4.71895553444949
"kdelmashan","m1","p_loo",8.34255067342779,4.7609622796147
"kdelmashan","m1","looic",36.1767979366052,9.43791106889898
"kdelmashan","m2a","elpd_loo",-14.0433776392775,2.62616288679727
"kdelmashan","m2a","p_loo",4.92472530365804,2.42760607491242
"kdelmashan","m2a","looic",28.086755278555,5.25232577359453
"kdelmashan","m2b","elpd_loo",-14.7084106351708,3.07559676179318
"kdelmashan","m2b","p_loo",5.38123896556927,2.81642750002125
"kdelmashan","m2b","looic",29.4168212703415,6.15119352358637
"kdelmashan","m3","elpd_loo",-22.4419256573771,8.86197186042825
"kdelmashan","m3","p_loo",13.0347373941207,8.97651955349622
"kdelmashan","m3","looic",44.8838513147541,17.7239437208565
"kdelmashan","m4a","elpd_loo",-15.4601599461605,3.84012005690269
"kdelmashan","m4a","p_loo",6.61918873365085,3.91017012727002
"kdelmashan","m4a","looic",30.9203198923209,7.68024011380538
"kdelmashan","m4b","elpd_loo",-14.9211534826562,3.39190892029652
"kdelmashan","m4b","p_loo",6.07536579837126,3.4311818098418
"kdelmashan","m4b","looic",29.8423069653124,6.78381784059304
"keecha","m1","elpd_loo",-35.9171177787537,10.8380407292604
"keecha","m1","p_loo",25.0801549656995,10.3687593711517
"keecha","m1","looic",71.8342355575074,21.6760814585207
"keecha","m2a","elpd_loo",-24.9544595222445,6.38561143603913
"keecha","m2a","p_loo",15.1511543358356,5.84489407438162
"keecha","m2a","looic",49.9089190444891,12.7712228720783
"keecha","m2b","elpd_loo",-26.7983627650081,7.24588947783496
"keecha","m2b","p_loo",16.9062472160707,6.69009647148609
"keecha","m2b","looic",53.5967255300162,14.4917789556699
"keecha","m3","elpd_loo",-31.7133942057605,10.3642506940656
"keecha","m3","p_loo",21.9684528756404,10.057593412382
"keecha","m3","looic",63.4267884115211,20.7285013881311
"keecha","m4a","elpd_loo",-22.7337670668031,6.40398471458002
"keecha","m4a","p_loo",13.4446776470829,6.06605935081496
"keecha","m4a","looic",45.4675341336061,12.80796942916
"keecha","m4b","elpd_loo",-22.4634725198749,6.30677251422636
"keecha","m4b","p_loo",13.1524108615583,5.98305468351779
"keecha","m4b","looic",44.9269450397498,12.6135450284527
"keswar","m1","elpd_loo",-22.3132096503317,8.71435702273009
"keswar","m1","p_loo",15.162238242375,8.33260711632832
"keswar","m1","looic",44.6264193006633,17.4287140454602
"keswar","m2a","elpd_loo",-13.0078713432088,4.30798374433008
"keswar","m2a","p_loo",6.86267558650835,4.11618243472103
"keswar","m2a","looic",26.0157426864176,8.61596748866016
"keswar","m2b","elpd_loo",-11.8633244097145,3.19882527686288
"keswar","m2b","p_loo",5.60689681167093,3.00265319944646
"keswar","m2b","looic",23.726648819429,6.39765055372575
"keswar","m3","elpd_loo",-24.1845514212315,8.99060214630285
"keswar","m3","p_loo",17.4579943925692,8.60038289477727
"keswar","m3","looic",48.3691028424631,17.9812042926057
"keswar","m4a","elpd_loo",-13.0255117505979,4.15184344196686
"keswar","m4a","p_loo",7.00454099963892,3.93493027858267
"keswar","m4a","looic",26.0510235011957,8.30368688393372
"keswar","m4b","elpd_loo",-13.1510157683699,4.7031274375556
"keswar","m4b","p_loo",7.07320686753451,4.52890787913473
"keswar","m4b","looic",26.3020315367399,9.4062548751112
"kimsquit","m1","elpd_loo",-153.725628507353,97.7118990596949
"kimsquit","m1","p_loo",145.933232819235,96.4131818582903
"kimsquit","m1","looic",307.451257014706,195.42379811939
"kimsquit","m2a","elpd_loo",-81.3009143564133,47.908776325423
"kimsquit","m2a","p_loo",71.5009773721782,46.8949959762124
"kimsquit","m2a","looic",162.601828712827,95.8175526508459
"kimsquit","m2b","elpd_loo",-73.8962806119275,43.2971896857309
"kimsquit","m2b","p_loo",63.8987104888843,42.3403848358678
"kimsquit","m2b","looic",147.792561223855,86.5943793714619
"kimsquit","m3","elpd_loo",-169.523703649687,108.036148560582
"kimsquit","m3","p_loo",162.043394650887,106.7331790134
"kimsquit","m3","looic",339.047407299373,216.072297121164
"kimsquit","m4a","elpd_loo",-99.9199993256551,61.2512686793589
"kimsquit","m4a","p_loo",91.207349608522,60.093229610159
"kimsquit","m4a","looic",199.83999865131,122.502537358718
"kimsquit","m4b","elpd_loo",-103.158643161007,63.4404913376115
"kimsquit","m4b","p_loo",94.3109000479899,62.3041877695886
"kimsquit","m4b","looic",206.317286322013,126.880982675223
"kisameet","m1","elpd_loo",-44.33426147471,17.4635777177428
"kisameet","m1","p_loo",39.704926894675,17.0622911648071
"kisameet","m1","looic",88.66852294942,34.9271554354856
"kisameet","m2a","elpd_loo",-12.643156480007,2.2613922841959
"kisameet","m2a","p_loo",8.60384009453643,2.2893059308207
"kisameet","m2a","looic",25.2863129600139,4.5227845683918
"kisameet","m2b","elpd_loo",-11.7741247882713,2.1475652906642
"kisameet","m2b","p_loo",7.64003057009853,2.13394754550663
"kisameet","m2b","looic",23.5482495765426,4.2951305813284
"kisameet","m3","elpd_loo",-52.386625253531,17.7068997388521
"kisameet","m3","p_loo",48.3754533868031,17.2758087945363
"kisameet","m3","looic",104.773250507062,35.4137994777041
"kisameet","m4a","elpd_loo",-14.6981935044852,3.8286039586874
"kisameet","m4a","p_loo",11.2353386873108,3.66921518923362
"kisameet","m4a","looic",29.3963870089705,7.6572079173748
"kisameet","m4b","elpd_loo",-12.9572992712312,3.27659251879545
"kisameet","m4b","p_loo",9.4966313117689,3.14298771199606
"kisameet","m4b","looic",25.9145985424624,6.55318503759089
"kitkiata","m1","elpd_loo",-25.9326368477376,5.45152278966647
"kitkiata","m1","p_loo",18.5564224056152,4.92495691219825
"kitkiata","m1","looic",51.8652736954752,10.9030455793329
"kitkiata","m2a","elpd_loo",-15.2304334319622,2.56169179430662
"kitkiata","m2a","p_loo",6.70298465254575,2.09280000934512
"kitkiata","m2a","looic",30.4608668639245,5.12338358861324
"kitkiata","m2b","elpd_loo",-15.5816443172597,2.74832986582444
"kitkiata","m2b","p_loo",7.00190738878063,2.27984553528115
"kitkiata","m2b","looic",31.1632886345195,5.49665973164887
"kitkiata","m3","elpd_loo",-26.1116449073764,5.55482156380764
"kitkiata","m3","p_loo",18.3779076399327,5.02427430031929
"kitkiata","m3","looic",52.2232898147528,11.1096431276153
"kitkiata","m4a","elpd_loo",-16.3990284543521,2.75131304266272
"kitkiata","m4a","p_loo",7.47992290717776,2.25779442958026
"kitkiata","m4a","looic",32.7980569087041,5.50262608532545
"kitkiata","m4b","elpd_loo",-16.2679902502643,2.79187219524496
"kitkiata","m4b","p_loo",7.32573379762878,2.30968056847338
"kitkiata","m4b","looic",32.5359805005285,5.58374439048993
"kitlope","m1","elpd_loo",-850.190931251781,541.104591852913
"kitlope","m1","p_loo",824.305804042463,540.970982332509
"kitlope","m1","looic",1700.38186250356,1082.20918370583
"kitlope","m2a","elpd_loo",-667.887707170065,417.026970628822
"kitlope","m2a","p_loo",642.119551677671,416.959295076576
"kitlope","m2a","looic",1335.77541434013,834.053941257643
"kitlope","m2b","elpd_loo",-645.468923739989,403.774544590744
"kitlope","m2b","p_loo",619.791831219216,403.709658105616
"kitlope","m2b","looic",1290.93784747998,807.549089181489
"kitlope","m3","elpd_loo",-862.721672469672,547.292893810723
"kitlope","m3","p_loo",837.149878080987,547.197013701771
"kitlope","m3","looic",1725.44334493934,1094.58578762145
"kitlope","m4a","elpd_loo",-711.249914832956,446.285497611693
"kitlope","m4a","p_loo",685.752919056471,446.215569962883
"kitlope","m4a","looic",1422.49982966591,892.570995223385
"kitlope","m4b","elpd_loo",-710.472444693449,447.134098732227
"kitlope","m4b","p_loo",684.945496453192,447.077690152868
"kitlope","m4b","looic",1420.9448893869,894.268197464454
"kitsumkalum","m1","elpd_loo",-40.2193623210872,3.12781424823614
"kitsumkalum","m1","p_loo",7.38479089741345,1.61207768359837
"kitsumkalum","m1","looic",80.4387246421744,6.25562849647227
"kitsumkalum","m2a","elpd_loo",-39.9242934396558,3.79020271025977
"kitsumkalum","m2a","p_loo",8.34277436192667,2.05372324067831
"kitsumkalum","m2a","looic",79.8485868793115,7.58040542051954
"kitsumkalum","m2b","elpd_loo",-39.7551879303177,3.81008204292931
"kitsumkalum","m2b","p_loo",8.25212997000574,2.05678435807043
"kitsumkalum","m2b","looic",79.5103758606355,7.62016408585862
"kitsumkalum","m3","elpd_loo",-39.040958690007,3.134293324988
"kitsumkalum","m3","p_loo",7.00254578935632,1.51946800174219
"kitsumkalum","m3","looic",78.081917380014,6.26858664997601
"kitsumkalum","m4a","elpd_loo",-38.7711573552128,3.63035098255197
"kitsumkalum","m4a","p_loo",7.69166095434391,1.78678629119498
"kitsumkalum","m4a","looic",77.5423147104255,7.26070196510394
"kitsumkalum","m4b","elpd_loo",-38.80199434857,3.61178491691245
"kitsumkalum","m4b","p_loo",7.70955091912574,1.77311183281696
"kitsumkalum","m4b","looic",77.6039886971399,7.22356983382491
"kitwancool","m1","elpd_loo",-97.5085929431382,39.1906151925815
"kitwancool","m1","p_loo",88.3046376271298,39.0681746572451
"kitwancool","m1","looic",195.017185886276,78.381230385163
"kitwancool","m2a","elpd_loo",-55.7543136800997,26.2165769648008
"kitwancool","m2a","p_loo",47.6603703262509,26.4772962717397
"kitwancool","m2a","looic",111.508627360199,52.4331539296017
"kitwancool","m2b","elpd_loo",-62.4570094714042,31.0863335035985
"kitwancool","m2b","p_loo",54.3974117231846,31.3177323941679
"kitwancool","m2b","looic",124.914018942808,62.1726670071969
"kitwancool","m3","elpd_loo",-55.5913619659048,31.9230006740069
"kitwancool","m3","p_loo",46.2786092049345,31.53928072702
"kitwancool","m3","looic",111.18272393181,63.8460013480138
"kitwancool","m4a","elpd_loo",-38.5568266012446,16.243053398865
"kitwancool","m4a","p_loo",30.5527015530434,16.3865380703893
"kitwancool","m4a","looic",77.1136532024892,32.4861067977299
"kitwancool","m4b","elpd_loo",-37.7789911365707,16.7104363482346
"kitwancool","m4b","p_loo",29.7970768939028,16.7872841382955
"kitwancool","m4b","looic",75.5579822731415,33.4208726964692
"koeye","m1","elpd_loo",-35.6619318019283,10.6517004845894
"koeye","m1","p_loo",22.024499650211,9.84980802203564
"koeye","m1","looic",71.3238636038566,21.3034009691788
"koeye","m2a","elpd_loo",-28.4181313803305,7.35991524295191
"koeye","m2a","p_loo",15.3714791061753,6.5745270064976
"koeye","m2a","looic",56.836262760661,14.7198304859038
"koeye","m2b","elpd_loo",-28.1800580192209,7.23872047616133
"koeye","m2b","p_loo",15.1198702762746,6.46593744903585
"koeye","m2b","looic",56.3601160384418,14.4774409523227
"koeye","m3","elpd_loo",-35.9549531339092,11.1569569517429
"koeye","m3","p_loo",22.8908181850088,10.3519593701295
"koeye","m3","looic",71.9099062678185,22.3139139034857
"koeye","m4a","elpd_loo",-28.993813980081,7.83272776827497
"koeye","m4a","p_loo",16.2956577448197,7.05080584209019
"koeye","m4a","looic",57.987627960162,15.6654555365499
"koeye","m4b","elpd_loo",-30.9397158247603,8.93193931087838
"koeye","m4b","p_loo",18.2415162347223,8.14403692664731
"koeye","m4b","looic",61.8794316495206,17.8638786217568
"kooryet","m1","elpd_loo",-169.163859928518,123.984756906799
"kooryet","m1","p_loo",153.557384847306,123.203636541761
"kooryet","m1","looic",338.327719857036,247.969513813599
"kooryet","m2a","elpd_loo",-133.498876759928,93.0739428886117
"kooryet","m2a","p_loo",119.260466294788,92.268949111361
"kooryet","m2a","looic",266.997753519855,186.147885777223
"kooryet","m2b","elpd_loo",-126.395708451944,86.1327272426462
"kooryet","m2b","p_loo",112.150072142999,85.3479590966023
"kooryet","m2b","looic",252.791416903889,172.265454485292
"kooryet","m3","elpd_loo",-154.33793495873,110.583787422751
"kooryet","m3","p_loo",139.242893838179,109.900229356585
"kooryet","m3","looic",308.675869917459,221.167574845502
"kooryet","m4a","elpd_loo",-127.532530314437,90.5591007640008
"kooryet","m4a","p_loo",113.373351939647,89.824911803347
"kooryet","m4a","looic",255.065060628873,181.118201528002
"kooryet","m4b","elpd_loo",-135.580460492855,96.6464138475809
"kooryet","m4b","p_loo",121.421294618907,95.9346828375821
"kooryet","m4b","looic",271.160920985711,193.292827695162
"kwakwa","m1","elpd_loo",-29.6717902553144,5.0078099996928
"kwakwa","m1","p_loo",9.72410745879226,4.08119230319792
"kwakwa","m1","looic",59.3435805106289,10.0156199993856
"kwakwa","m2a","elpd_loo",-28.3735118973143,4.62968489110785
"kwakwa","m2a","p_loo",8.64453015412859,3.58391069358124
"kwakwa","m2a","looic",56.7470237946285,9.2593697822157
"kwakwa","m2b","elpd_loo",-28.1270795706977,4.57543079691108
"kwakwa","m2b","p_loo",8.4622177233615,3.52677665586308
"kwakwa","m2b","looic",56.2541591413954,9.15086159382216
"kwakwa","m3","elpd_loo",-28.268982856712,3.85899454523729
"kwakwa","m3","p_loo",8.50590683830581,2.99882259233628
"kwakwa","m3","looic",56.5379657134239,7.71798909047458
"kwakwa","m4a","elpd_loo",-27.4315484022746,3.78205067581797
"kwakwa","m4a","p_loo",8.12133270275323,2.84539182935617
"kwakwa","m4a","looic",54.8630968045492,7.56410135163594
"kwakwa","m4b","elpd_loo",-27.2308784864557,3.69539278860167
"kwakwa","m4b","p_loo",7.97218163235923,2.74022054673372
"kwakwa","m4b","looic",54.4617569729114,7.39078557720333
"lakelse","m1","elpd_loo",-137.112145453483,77.0212488891982
"lakelse","m1","p_loo",111.368792758997,76.1094189472149
"lakelse","m1","looic",274.224290906965,154.042497778396
"lakelse","m2a","elpd_loo",-125.400858808915,69.3038442958566
"lakelse","m2a","p_loo",100.494580322813,68.3121204130813
"lakelse","m2a","looic",250.80171761783,138.607688591713
"lakelse","m2b","elpd_loo",-115.461552510485,61.5838552218846
"lakelse","m2b","p_loo",90.536371976729,60.5767872100827
"lakelse","m2b","looic",230.92310502097,123.167710443769
"lakelse","m3","elpd_loo",-129.039628491841,73.2419084781557
"lakelse","m3","p_loo",103.276990085556,72.3548997412872
"lakelse","m3","looic",258.079256983682,146.483816956311
"lakelse","m4a","elpd_loo",-114.98849676433,62.9034461021015
"lakelse","m4a","p_loo",89.9716513659418,61.9214727435926
"lakelse","m4a","looic",229.976993528659,125.806892204203
"lakelse","m4b","elpd_loo",-116.271277754224,63.1231605616099
"lakelse","m4b","p_loo",91.2383896890273,62.1515349653635
"lakelse","m4b","looic",232.542555508448,126.24632112322
"long","m1","elpd_loo",-165.065365859953,50.0864571415369
"long","m1","p_loo",122.908382609708,47.0992746513346
"long","m1","looic",330.130731719906,100.172914283074
"long","m2a","elpd_loo",-156.93649963234,45.1784791056081
"long","m2a","p_loo",116.243651942448,42.0869315521528
"long","m2a","looic",313.87299926468,90.3569582112161
"long","m2b","elpd_loo",-154.748813735284,44.0948785242192
"long","m2b","p_loo",114.078499539724,41.0323928402739
"long","m2b","looic",309.497627470568,88.1897570484384
"long","m3","elpd_loo",-160.21334137139,48.582900591794
"long","m3","p_loo",118.762879134882,45.8218674066124
"long","m3","looic",320.426682742781,97.165801183588
"long","m4a","elpd_loo",-155.555290206592,44.9452202118665
"long","m4a","p_loo",115.399523350393,42.1122498502852
"long","m4a","looic",311.110580413183,89.8904404237331
"long","m4b","elpd_loo",-153.20272983441,43.7095786535223
"long","m4b","p_loo",113.025465753122,40.8681939379221
"long","m4b","looic",306.40545966882,87.4191573070447
"lowe","m1","elpd_loo",-351.612524770075,162.407977338273
"lowe","m1","p_loo",327.646688722367,161.919311321488
"lowe","m1","looic",703.225049540151,324.815954676546
"lowe","m2a","elpd_loo",-274.26244589802,116.977488270311
"lowe","m2a","p_loo",252.449517496788,116.658751944009
"lowe","m2a","looic",548.524891796041,233.954976540622
"lowe","m2b","elpd_loo",-291.426243448099,126.144246862675
"lowe","m2b","p_loo",269.616331047885,125.812232471355
"lowe","m2b","looic",582.852486896198,252.28849372535
"lowe","m3","elpd_loo",-192.2573459677,89.4534588789159
"lowe","m3","p_loo",169.279172549219,89.2931412608738
"lowe","m3","looic",384.5146919354,178.906917757832
"lowe","m4a","elpd_loo",-214.158349643348,95.4073893553856
"lowe","m4a","p_loo",192.782446576224,95.2809651685213
"lowe","m4a","looic",428.316699286696,190.814778710771
"lowe","m4b","elpd_loo",-187.183660764928,84.106085653018
"lowe","m4b","p_loo",165.859376972185,83.9788183696674
"lowe","m4b","looic",374.367321529855,168.212171306036
"marian-eden","m1","elpd_loo",-41.5378339702429,5.5881253525282
"marian-eden","m1","p_loo",16.0978071503862,5.06398382938169
"marian-eden","m1","looic",83.0756679404858,11.1762507050564
"marian-eden","m2a","elpd_loo",-47.2204946843746,8.04710054200042
"marian-eden","m2a","p_loo",23.6876012323726,7.54515682299735
"marian-eden","m2a","looic",94.4409893687492,16.0942010840008
"marian-eden","m2b","elpd_loo",-45.503271273004,7.32672857382205
"marian-eden","m2b","p_loo",22.0214608544594,6.77411152469168
"marian-eden","m2b","looic",91.0065425460081,14.6534571476441
"marian-eden","m3","elpd_loo",-38.1186547737212,4.27338747411799
"marian-eden","m3","p_loo",13.470180220968,3.68880205782955
"marian-eden","m3","looic",76.2373095474424,8.54677494823598
"marian-eden","m4a","elpd_loo",-44.8053280106981,7.45583724989813
"marian-eden","m4a","p_loo",21.4563590753006,6.88651883973146
"marian-eden","m4a","looic",89.6106560213961,14.9116744997963
"marian-eden","m4b","elpd_loo",-44.6920371301173,7.33557299790541
"marian-eden","m4b","p_loo",21.3652998102663,6.75014911404029
"marian-eden","m4b","looic",89.3840742602346,14.6711459958108
"mary-cove","m1","elpd_loo",-40.6077024365535,25.1017524688849
"mary-cove","m1","p_loo",30.2070009223582,23.4900711434037
"mary-cove","m1","looic",81.215404873107,50.2035049377698
"mary-cove","m2a","elpd_loo",-26.8798814711093,15.4420400538362
"mary-cove","m2a","p_loo",17.0000989868741,13.8930589738833
"mary-cove","m2a","looic",53.7597629422187,30.8840801076723
"mary-cove","m2b","elpd_loo",-27.5983483157885,16.2544480332628
"mary-cove","m2b","p_loo",17.7730500587591,14.7142858436597
"mary-cove","m2b","looic",55.196696631577,32.5088960665257
"mary-cove","m3","elpd_loo",-35.7574347320904,20.4556218528779
"mary-cove","m3","p_loo",24.1170796602611,18.8685558243079
"mary-cove","m3","looic",71.5148694641809,40.9112437057557
"mary-cove","m4a","elpd_loo",-27.6751090414434,15.002847937144
"mary-cove","m4a","p_loo",16.8758652338464,13.5108948955953
"mary-cove","m4a","looic",55.3502180828869,30.005695874288
"mary-cove","m4b","elpd_loo",-27.3682244357129,14.6737574924158
"mary-cove","m4b","p_loo",16.5976151670422,13.1914475716024
"mary-cove","m4b","looic",54.7364488714259,29.3475149848316
"mathers","m1","elpd_loo",-147.444562145356,48.4064773407436
"mathers","m1","p_loo",143.280862166741,47.4211715794142
"mathers","m1","looic",294.889124290712,96.8129546814872
"mathers","m2a","elpd_loo",-32.9425157257471,13.3966758839245
"mathers","m2a","p_loo",28.0443929407016,13.0241585921739
"mathers","m2a","looic",65.8850314514941,26.793351767849
"mathers","m2b","elpd_loo",-31.7307311183713,14.407667695592
"mathers","m2b","p_loo",26.8350698129914,13.9896886083483
"mathers","m2b","looic",63.4614622367427,28.8153353911839
"mathers","m3","elpd_loo",-141.591601663294,51.6167817767071
"mathers","m3","p_loo",137.787626302003,50.8062567924074
"mathers","m3","looic",283.183203326588,103.233563553414
"mathers","m4a","elpd_loo",-38.821648950804,16.9000572725175
"mathers","m4a","p_loo",34.2065032309021,16.4549973995771
"mathers","m4a","looic",77.6432979016079,33.8001145450349
"mathers","m4b","elpd_loo",-35.2051020575229,15.6998957211802
"mathers","m4b","p_loo",30.637785666109,15.2461534574745
"mathers","m4b","looic",70.4102041150458,31.3997914423603
"mcdonell","m1","elpd_loo",-46.3666769209208,7.5602089477875
"mcdonell","m1","p_loo",29.4010319195617,6.78266282656145
"mcdonell","m1","looic",92.7333538418417,15.120417895575
"mcdonell","m2a","elpd_loo",-36.1674421058756,5.11059042358123
"mcdonell","m2a","p_loo",19.1359003618806,4.48204137279661
"mcdonell","m2a","looic",72.3348842117512,10.2211808471625
"mcdonell","m2b","elpd_loo",-36.1100277616798,5.08223326617347
"mcdonell","m2b","p_loo",19.2898344339781,4.36022389835303
"mcdonell","m2b","looic",72.2200555233597,10.1644665323469
"mcdonell","m3","elpd_loo",-43.912315633325,6.84300228785459
"mcdonell","m3","p_loo",27.0121236293448,6.11205407220473
"mcdonell","m3","looic",87.8246312666501,13.6860045757092
"mcdonell","m4a","elpd_loo",-37.0358029989836,5.23345921846168
"mcdonell","m4a","p_loo",20.0393898048224,4.56756783750008
"mcdonell","m4a","looic",74.0716059979672,10.4669184369234
"mcdonell","m4b","elpd_loo",-36.0003390557272,4.90241754885856
"mcdonell","m4b","p_loo",19.1058145436405,4.20894663079804
"mcdonell","m4b","looic",72.0006781114544,9.80483509771713
"mcloughlin","m1","elpd_loo",-33.7546774044697,5.60883699730668
"mcloughlin","m1","p_loo",15.4203003572983,5.0291511967045
"mcloughlin","m1","looic",67.5093548089394,11.2176739946134
"mcloughlin","m2a","elpd_loo",-26.3397483074747,3.15505431511429
"mcloughlin","m2a","p_loo",8.13803615177783,1.90535128239136
"mcloughlin","m2a","looic",52.6794966149494,6.31010863022858
"mcloughlin","m2b","elpd_loo",-25.8423645000322,3.04885906498309
"mcloughlin","m2b","p_loo",7.30244486274401,1.69890496422953
"mcloughlin","m2b","looic",51.6847290000645,6.09771812996619
"mcloughlin","m3","elpd_loo",-33.3008403820528,6.05383938073894
"mcloughlin","m3","p_loo",15.832929333001,5.42377432293342
"mcloughlin","m3","looic",66.6016807641056,12.1076787614779
"mcloughlin","m4a","elpd_loo",-27.2504915460707,3.64662717932594
"mcloughlin","m4a","p_loo",9.94110568909721,2.80032705604266
"mcloughlin","m4a","looic",54.5009830921414,7.29325435865188
"mcloughlin","m4b","elpd_loo",-26.9865498576081,3.58571738991949
"mcloughlin","m4b","p_loo",9.66560571026251,2.62294811292395
"mcloughlin","m4b","looic",53.9730997152162,7.17143477983898
"mercer","m1","elpd_loo",-21.5545494795244,6.95238033820667
"mercer","m1","p_loo",10.2932990062112,6.21154277571171
"mercer","m1","looic",43.1090989590487,13.9047606764133
"mercer","m2a","elpd_loo",-15.9980958312426,2.60823093675628
"mercer","m2a","p_loo",4.78306624618418,1.9537573822654
"mercer","m2a","looic",31.9961916624852,5.21646187351255
"mercer","m2b","elpd_loo",-15.6758226238346,2.57785209047082
"mercer","m2b","p_loo",4.54454129784692,1.90437578672746
"mercer","m2b","looic",31.3516452476692,5.15570418094163
"mercer","m3","elpd_loo",-17.7555423260292,3.76750577628554
"mercer","m3","p_loo",7.38185628462378,2.96022970914677
"mercer","m3","looic",35.5110846520583,7.53501155257107
"mercer","m4a","elpd_loo",-14.9446529171388,1.90513284550759
"mercer","m4a","p_loo",4.03399842407872,1.23442225388435
"mercer","m4a","looic",29.8893058342775,3.81026569101518
"mercer","m4b","elpd_loo",-14.6910247563524,1.82465105332353
"mercer","m4b","p_loo",3.82891099524073,1.13518768739453
"mercer","m4b","looic",29.3820495127048,3.64930210664705
"meziadin","m1","elpd_loo",-44.2460251616884,23.3411682333023
"meziadin","m1","p_loo",30.89758220418,23.2356861025853
"meziadin","m1","looic",88.4920503233768,46.6823364666046
"meziadin","m2a","elpd_loo",-20.9183277183998,2.91602363484399
"meziadin","m2a","p_loo",7.05737948477628,2.22904939573182
"meziadin","m2a","looic",41.8366554367996,5.83204726968798
"meziadin","m2b","elpd_loo",-20.0942936307416,2.62654372885552
"meziadin","m2b","p_loo",6.52732061611933,1.93063317960702
"meziadin","m2b","looic",40.1885872614832,5.25308745771104
"meziadin","m3","elpd_loo",-39.5767535737474,19.5629393596638
"meziadin","m3","p_loo",26.6171947737703,19.4848639044132
"meziadin","m3","looic",79.1535071474948,39.1258787193277
"meziadin","m4a","elpd_loo",-18.6835187071078,2.45628308861777
"meziadin","m4a","p_loo",5.50572169569348,1.76224819992454
"meziadin","m4a","looic",37.3670374142157,4.91256617723555
"meziadin","m4b","elpd_loo",-18.3591173432186,2.31012851398722
"meziadin","m4b","p_loo",5.26688961397167,1.62493000986853
"meziadin","m4b","looic",36.7182346864371,4.62025702797444
"mikado","m1","elpd_loo",-20.6696033247687,7.86280860997607
"mikado","m1","p_loo",16.0559373750367,7.15906052711511
"mikado","m1","looic",41.3392066495375,15.7256172199521
"mikado","m2a","elpd_loo",-15.4185595122237,4.36638020291213
"mikado","m2a","p_loo",9.11690635328194,3.67326793510089
"mikado","m2a","looic",30.8371190244474,8.73276040582425
"mikado","m2b","elpd_loo",-15.9415693266303,4.6759744517749
"mikado","m2b","p_loo",9.57544504362919,3.98486324484711
"mikado","m2b","looic",31.8831386532606,9.35194890354981
"mikado","m3","elpd_loo",-16.2234650133702,5.20411121274425
"mikado","m3","p_loo",11.3464716539998,4.49126293917312
"mikado","m3","looic",32.4469300267404,10.4082224254885
"mikado","m4a","elpd_loo",-13.8435029909258,3.36566840589919
"mikado","m4a","p_loo",7.20129068915135,2.71282495384146
"mikado","m4a","looic",27.6870059818515,6.73133681179838
"mikado","m4b","elpd_loo",-13.8294959212382,3.40919748909632
"mikado","m4b","p_loo",7.25568687103458,2.76022273516871
"mikado","m4b","looic",27.6589918424764,6.81839497819264
"morice","m1","elpd_loo",-531.612362211308,266.927748195302
"morice","m1","p_loo",498.197041242461,265.768708429573
"morice","m1","looic",1063.22472442262,533.855496390604
"morice","m2a","elpd_loo",-415.489747976265,200.292892850553
"morice","m2a","p_loo",382.591592965675,198.990073981193
"morice","m2a","looic",830.979495952531,400.585785701105
"morice","m2b","elpd_loo",-440.43998492124,214.347965327649
"morice","m2b","p_loo",407.678663393928,213.037681722306
"morice","m2b","looic",880.87996984248,428.695930655298
"morice","m3","elpd_loo",-94.2556441377751,26.1392901949764
"morice","m3","p_loo",61.5093693045866,25.9427932017089
"morice","m3","looic",188.51128827555,52.2785803899527
"morice","m4a","elpd_loo",-124.810498949763,45.4712693272428
"morice","m4a","p_loo",93.1056590149155,45.3993898920239
"morice","m4a","looic",249.620997899527,90.9425386544857
"morice","m4b","elpd_loo",-213.595770503935,100.11691081817
"morice","m4b","p_loo",181.952208966473,100.070105004455
"morice","m4b","looic",427.19154100787,200.23382163634
"morrison","m1","elpd_loo",-31.5254713553643,2.44630766688287
"morrison","m1","p_loo",7.84168287032273,1.77817189752308
"morrison","m1","looic",63.0509427107285,4.89261533376574
"morrison","m2a","elpd_loo",-31.198894167557,2.48828010761776
"morrison","m2a","p_loo",7.14903633034674,1.83625438098681
"morrison","m2a","looic",62.3977883351139,4.97656021523552
"morrison","m2b","elpd_loo",-30.1784676544374,2.09626034012823
"morrison","m2b","p_loo",6.54280371442607,1.38449047468982
"morrison","m2b","looic",60.3569353088748,4.19252068025647
"morrison","m3","elpd_loo",-30.949141961081,2.10525793468509
"morrison","m3","p_loo",7.14778762846588,1.27549168064844
"morrison","m3","looic",61.8982839221621,4.21051586937018
"morrison","m4a","elpd_loo",-30.5504503034012,2.08279511294595
"morrison","m4a","p_loo",6.51638279006515,1.28691994828489
